Boiler_Type,Capacity_MW,Steam_Flow_TPH,Rated_Pressure_kgcm2,Rated_Steam_Temperature_C,Superheater_Weight_kg,Reheater_Weight_kg,Water_Circulation_System_Weight_kg,Economiser_Weight_kg,Steam_Drum_Weight_kg,Pipe_Supports_kg,Buckstay_System_kg,Boiler_Rough_Mountings_kg,Foundation_Bolts_kg,Grouting_kg,Insert_Materials_kg,Insulation_Weight_kg,Seal_Boxes_kg,Sealing_Arrangements_kg,Hoppers_kg,Chutes_kg,Deaerator_kg,Soot_Blowers_kg,Boiler_Mountings_Fittings_kg,Maintenance_Tools_kg,Field_Instruments_kg,Instrumentation_Erection_Hardware_kg,Electrical_Panels_kg,Electrical_Erection_Materials_kg,Illumination_System_kg,HP_Dosing_System_kg,LP_Dosing_System_kg,Common_Blowdown_Equipment_kg,Sample_Coolers_kg,Fasteners_kg,Gaskets_kg,Spares_kg,Miscellaneous_Items_kg,Total_Estimated_Weight_kg
Bi-Drum,250,1000,150,250,792002.9,532738.9,237262.1,1979686.8,1372157.2,418277.2,717046.7,84720.2,127629.7,106608.2,52234.4,437982.1,116194.3,86944.5,337056.5,131816.9,613185.3,154854.2,258107.8,30968.8,49021.3,34330.4,88858.3,60159.0,13575.2,24783.4,10584.3,17617.3,9527.0,34254.1,14644.4,486517.1,123830.4,9555176.9
AFBC,660,2000,150,350,1746309.5,1042522.6,597813.3,4994582.3,2188145.1,536947.4,1211721.3,167821.1,190852.3,158797.4,68151.4,1247667.3,178298.0,153311.3,571231.7,213085.4,1042201.0,248511.0,508685.2,42192.3,78291.2,39695.5,127964.2,74193.8,21055.7,28158.4,13049.3,23584.2,12284.9,48385.8,23888.5,932498.2,243951.7,18775848.3
AFBC,250,1000,150,300,658146.1,423902.7,236379.1,2054248.1,1100166.0,332521.9,607338.6,97425.1,122530.3,91258.2,52003.0,432384.0,110062.9,82425.1,295362.5,154967.4,684081.9,157069.2,300557.4,30584.7,48161.3,29406.3,75853.5,59277.7,16052.7,24337.0,11893.0,20692.9,9687.0,34666.4,16711.7,455925.4,118202.2,8944281.3
CFBC,660,200,200,300,139288.1,107250.5,693873.3,425603.9,2912768.0,375990.5,1840395.1,140859.7,166749.7,162163.8,78341.4,540561.9,226521.1,169028.7,579758.4,256654.2,259298.5,253355.0,436410.4,48434.4,66960.4,46374.5,130486.0,73984.9,18377.5,33290.2,15274.5,27114.6,12627.1,33317.3,19752.6,456191.1,160289.7,10907347.0
CFBC,250,500,150,350,358494.0,234337.1,199622.0,1060672.4,1063255.4,308081.5,919857.2,97119.0,128014.5,88932.1,45739.8,417711.7,138233.7,107159.9,288418.1,159279.9,392555.1,152601.2,309382.2,32149.7,49376.0,29119.0,76263.1,59924.6,15740.1,24036.3,10538.9,20553.3,9560.1,25903.1,12875.2,375144.7,94433.5,7305084.4
CFBC,250,1000,150,250,677122.6,495777.8,206493.6,2301012.7,907218.2,396037.3,764178.0,95931.9,105067.0,90883.4,53682.4,508965.5,119400.3,107647.8,292379.1,155612.9,597205.1,177967.3,308676.7,37303.3,49004.9,34197.9,89997.4,60249.8,13697.1,24052.6,12080.6,20924.1,9764.3,30064.0,16949.0,464600.1,118874.3,9343019.0
Two-Pass,800,2000,325,400,2170701.2,1271080.9,1049306.2,5242409.1,3568613.4,577787.2,1339760.3,187436.4,211260.7,147655.7,70994.9,1401960.9,195823.6,164981.6,561431.1,281585.1,1057343.1,326753.7,484649.4,52139.5,73937.9,43363.9,121417.7,92599.6,19624.2,28944.8,13896.7,25625.5,10949.9,57584.1,29064.4,1065381.4,278437.6,22224501.7
AFBC,270,2000,100,250,1341647.5,838043.7,174732.2,4092125.7,1005028.6,519411.0,729161.1,101039.0,131533.8,92664.7,54194.6,564801.4,99968.5,85572.5,347931.3,159154.3,897851.8,159423.5,270690.4,37544.2,57785.8,34312.2,79188.8,62117.0,16033.0,25375.5,12186.1,21276.9,9844.7,43085.8,20934.4,565296.5,170094.8,12820051.3
CFBC,50,150,100,300,84283.8,57619.6,28606.2,317837.6,212825.2,144132.8,271689.0,40083.0,61460.0,51380.4,24503.1,79300.6,63537.6,46979.2,140344.3,68553.3,196141.2,69237.4,104684.8,18993.7,31275.9,19415.3,46906.9,31707.0,9859.9,15061.7,8008.0,12476.9,5483.0,12919.4,5563.7,123111.7,36383.6,2440365.8
Two-Pass,660,200,100,300,120971.1,69242.8,567680.2,497250.8,1599010.1,265333.2,1387518.8,142059.9,163746.2,162964.7,65379.8,526453.5,151699.1,133094.2,501282.4,213674.6,271029.7,292875.0,447641.7,48472.6,66905.1,47119.0,131779.1,76106.1,18247.4,28183.5,13050.0,27225.8,12570.7,34210.2,19573.4,371737.1,111925.6,8586013.4
CFBC,50,300,200,250,201414.9,135433.4,40154.3,703629.0,282539.6,171724.4,228716.7,40420.9,61817.0,50730.5,27414.8,95882.3,53813.1,46409.4,123444.3,69808.9,331704.5,68069.2,108267.1,19177.3,26908.4,16214.3,41184.6,27051.5,8572.9,12613.1,8189.9,10743.2,6546.8,15843.5,6606.5,137524.3,41224.6,3219795.2
AFBC,500,150,250,400,136889.3,72106.3,548119.7,335588.3,2083726.1,342813.6,1175470.6,138944.0,150057.8,122674.7,61248.6,458750.0,156327.1,135115.8,420452.6,220496.0,195992.0,224496.6,442823.9,39100.3,61097.4,42931.5,98803.2,79010.1,19251.1,25807.5,14061.0,25369.8,11293.3,29181.0,16579.6,439782.8,113315.7,8437677.3
Bi-Drum,660,2000,150,400,1983758.0,1102535.3,679155.1,5241132.2,3767603.1,569563.9,1327981.0,140516.1,192926.7,139706.6,78975.4,1216735.6,158986.2,159119.8,494924.2,213935.4,1052777.6,296673.1,513565.4,42449.7,77486.8,40463.5,133292.2,87054.0,18487.3,27460.7,15144.8,27816.0,10567.3,46229.2,23275.5,1009716.0,267662.5,21157676.2
Two-Pass,270,2000,200,300,1635680.1,960802.0,300184.9,4225805.4,1094948.2,548473.1,598821.5,86555.5,110899.7,109094.4,46962.7,664409.7,95115.2,95348.6,300394.6,136528.4,1043693.2,185599.4,314944.6,38004.3,57061.8,30429.1,91806.3,61937.1,16213.6,20870.9,11954.2,21082.3,8518.7,37040.1,18379.6,598062.9,207070.1,13772692.2
Bi-Drum,660,1000,250,350,882674.4,584031.1,894911.5,2468112.9,3929171.6,484713.0,1281685.3,168875.0,165365.6,135658.4,67305.6,992146.7,159159.5,161789.3,509020.5,217581.7,708802.5,254411.7,433912.9,49107.7,67485.1,40464.7,115366.7,75255.2,18569.1,32925.4,12899.9,27737.1,10616.6,40561.1,20520.0,712696.5,212323.6,15935857.9
AFBC,660,1000,300,250,884940.4,561182.5,844689.2,2357493.8,3003437.3,512479.1,1260039.4,165524.6,169234.1,162051.1,78752.5,976002.7,155040.9,134312.3,572518.1,221765.4,691247.1,286488.7,510430.0,47825.3,77824.2,41551.5,109813.4,86729.3,21230.1,32427.2,13368.3,27295.8,10590.6,47160.9,20146.8,637249.7,187087.2,14907929.5
Two-Pass,660,2000,300,400,2123220.6,1029706.6,808465.2,5086675.2,2894352.9,650586.7,1364853.4,139719.6,191655.0,138966.7,79646.7,1203521.4,176461.4,155516.8,496729.5,213301.1,928536.1,247084.4,448323.2,48611.1,68768.1,48063.4,132939.3,85556.4,17844.5,31968.7,15460.1,28129.2,10391.9,55184.3,23457.9,843516.4,252378.5,20039592.3
CFBC,100,200,200,250,155391.5,85786.8,84401.6,409646.4,460241.2,166894.6,381082.4,58351.0,82674.6,59925.0,37449.3,161781.2,75828.1,67327.5,204682.2,85227.2,225153.7,96251.1,181959.8,27597.2,35192.1,20827.4,53483.1,41558.9,11985.4,18820.5,8404.8,15781.7,7576.1,17838.4,7624.4,186342.7,54595.1,3587683.0
Two-Pass,800,500,250,300,359345.6,237898.2,935738.5,1054068.7,3254522.4,447646.6,1335567.0,160038.8,180912.4,175984.8,70522.7,910040.7,163922.8,146627.1,632996.8,279970.7,457436.9,328719.6,492780.8,44775.6,74028.8,42576.5,122320.0,94298.5,22047.8,29907.1,13785.9,29429.3,11064.0,46677.8,23557.1,545761.8,170810.9,12895782.2
Two-Pass,250,150,150,350,90233.0,62576.2,203900.6,316607.0,807561.5,217606.2,551531.5,98743.5,125615.0,104086.6,51816.2,292960.5,93262.5,82585.9,284652.1,157030.1,189391.5,182539.8,309104.3,31116.7,47000.6,29057.6,89938.4,51437.0,13714.7,24453.0,10429.4,20461.1,9706.2,25294.2,10860.3,219617.8,75483.2,4880374.2
Two-Pass,500,1000,150,300,622748.3,370185.0,511888.2,2081941.7,1685320.6,377310.3,950076.4,122490.8,173400.1,144227.8,69124.2,697204.8,153100.7,116759.1,426041.1,193246.4,693181.4,223151.9,437355.7,39623.3,71447.4,42075.5,114531.4,66137.6,16963.2,29339.6,12466.4,21885.2,9886.6,42964.0,18069.2,589208.0,148654.3,11272006.2
AFBC,50,150,150,300,89025.6,66552.1,40706.5,372298.9,213765.3,148199.6,207443.3,39812.9,52278.2,44580.6,24018.4,94458.6,49290.7,37260.4,122300.6,61329.8,222500.2,79848.6,126977.2,19441.8,31490.1,18903.7,40908.9,26245.5,9650.8,12631.9,6890.8,10690.3,5618.5,11666.0,6544.5,103302.7,31182.7,2427815.7
CFBC,270,500,100,350,368380.5,207779.5,177007.6,1247610.0,844741.6,308035.0,932857.7,84764.0,131219.0,93393.1,47201.7,436070.5,143557.5,109036.4,357493.0,140595.4,455935.8,188022.5,268078.8,32272.6,49367.1,29493.3,92158.1,59951.0,16250.2,20970.9,12382.8,21632.2,9853.5,25623.3,13123.6,361580.6,92522.1,7378960.9
Bi-Drum,270,2000,150,250,1382935.2,1065135.3,220571.6,4639662.1,1456021.6,467351.1,650345.6,102388.5,128320.0,109920.5,55694.4,643812.4,122015.0,87643.4,347840.0,162929.7,1058552.8,188896.9,269052.1,32610.5,48670.4,34032.1,90334.8,60016.3,15902.4,21528.8,12386.1,21349.2,9714.6,41289.8,20883.1,628175.5,212400.3,14408382.1
Bi-Drum,50,200,250,350,168454.7,129992.6,50604.6,503407.9,444742.2,164308.8,219024.9,39811.7,59353.1,49998.5,23622.3,101738.0,45564.4,38058.2,118374.0,58769.7,260773.8,68190.6,125356.8,23042.4,32531.3,16377.3,40898.1,26963.7,9861.6,12751.9,8096.2,12793.0,5610.0,12061.3,7154.4,149654.9,45911.4,3073854.3
Bi-Drum,50,500,200,250,358065.1,279169.5,46241.7,1037247.6,353247.4,226482.9,216490.6,40056.8,59818.5,51207.5,27267.9,115941.6,51400.3,39422.0,117112.6,68697.3,387201.2,68666.4,104712.3,19420.2,31704.3,19458.0,39613.8,27230.6,8236.4,12841.6,6729.1,10757.7,6505.0,17700.9,8784.5,211537.2,55467.6,4124436.1
Two-Pass,500,500,100,300,264796.8,154590.7,354838.1,1025840.5,1462954.4,329562.3,1105691.6,139077.1,150180.5,140277.9,60868.2,654779.7,129885.5,112857.0,436360.8,194225.5,461690.0,222741.0,372342.9,44416.3,61891.9,42629.6,98322.7,78155.7,19453.6,29270.0,12209.2,21655.6,11773.6,32593.8,19409.9,436596.9,133768.5,8815707.8
Bi-Drum,250,1000,150,250,774970.3,444875.7,233413.5,2367751.8,1537819.7,417836.6,628365.1,95846.7,109269.6,103999.6,53790.2,442754.0,116704.8,102028.9,289391.0,134682.4,682887.2,183181.3,258235.5,36403.4,56359.9,33327.4,75133.5,51283.3,13929.0,20480.8,10129.5,18258.1,8414.1,29237.4,16788.2,413885.4,126888.9,9888322.8
AFBC,100,1000,200,400,824983.6,509361.5,98313.3,2579708.8,456839.7,389072.3,354852.4,57679.0,82525.1,68260.6,31014.6,272582.0,58602.0,61140.5,176637.4,85668.9,591607.9,111605.5,158310.2,27559.6,35794.0,21326.7,52964.2,41359.8,10337.4,15696.1,8236.8,13406.6,6586.7,26567.0,11192.9,379808.6,98309.2,7717910.9
AFBC,270,500,325,400,468729.0,290014.1,381931.6,1081714.4,1324915.2,355514.1,623882.8,86787.4,112799.0,95252.9,53768.2,441306.6,112087.5,98030.5,352252.3,139068.2,391230.4,156738.7,274744.3,37812.7,49584.5,34893.5,92225.2,52600.1,16346.4,21222.4,10316.6,20912.5,9747.5,25870.0,12834.5,355143.1,120804.0,7701080.2
CFBC,270,150,150,350,117584.4,67337.7,217312.6,370548.9,1012344.8,235387.2,960386.3,84773.1,108770.1,109899.5,55570.6,302861.1,145544.9,126680.2,354857.4,165777.5,188594.4,185292.8,317307.4,38031.5,58073.7,35258.5,92914.9,53537.9,13689.3,21869.7,12477.5,17789.7,9748.2,21901.8,10826.3,249806.9,86374.2,5849131.0
CFBC,500,2000,200,350,2015931.3,1100734.2,500060.7,4945146.2,2280456.6,620718.5,1300772.8,143411.8,150039.2,123639.6,60724.3,871544.8,196463.7,148470.0,499480.8,223447.1,889643.7,248714.1,374489.4,37797.3,61859.6,43407.9,98106.3,76905.5,16503.0,25220.2,12031.9,21502.2,11326.8,42134.7,25649.4,773843.6,274354.2,18214531.4
CFBC,270,500,150,250,319633.5,206894.2,252688.1,1172318.0,1139434.8,270170.6,939571.1,99886.2,129571.1,90799.0,46205.4,440495.4,146559.7,108021.1,356561.9,163635.6,395713.2,187227.9,266063.8,37118.9,57808.3,34552.2,80597.3,59986.4,16187.7,21851.6,12187.2,21328.1,9897.9,29594.8,15462.9,364357.3,94944.4,7587325.6
Two-Pass,100,1000,150,300,725260.0,420550.4,83746.2,2153298.8,342145.0,348249.4,333691.4,49675.0,83246.4,59871.1,36926.3,261516.5,58570.6,57845.7,203160.9,86963.4,691163.6,95551.5,179201.9,27490.3,35703.8,24644.4,62271.6,35163.2,10103.3,18507.5,8150.0,15605.6,7558.9,23361.2,13492.5,354022.0,91569.7,6998278.1
Bi-Drum,660,200,325,250,155214.4,121289.4,1003473.9,461163.6,5157858.2,467085.7,1317202.7,167800.0,195626.5,161052.3,65972.8,538581.1,158343.0,166339.6,586094.5,255426.9,231456.8,290003.8,450682.4,49634.1,78342.8,41499.4,111529.4,75314.7,21620.2,32701.9,15041.7,24358.4,10695.9,33387.6,16951.1,652005.6,163225.6,13276976.0
Bi-Drum,100,150,100,300,100115.2,58798.4,60885.7,311837.1,514217.0,178951.6,316652.9,58358.1,84263.7,59249.2,31826.4,150589.3,74843.8,62169.6,178915.3,98742.0,188871.1,99480.9,182197.5,27537.9,35556.0,20481.5,54271.3,35959.8,11931.9,18703.1,9344.8,13625.5,7559.3,14320.2,7512.5,168038.6,43757.5,3279564.7
AFBC,250,1000,200,350,790797.5,469731.4,233377.7,2172250.3,1226403.2,420161.5,608357.3,97335.8,108016.8,104294.3,52390.1,443022.8,108865.1,95767.8,340113.4,153858.0,697461.5,155041.6,308475.5,30983.4,48921.2,29501.5,87694.9,50759.4,15796.7,24071.4,10192.6,20300.3,8251.9,29186.5,14803.1,482804.4,144464.3,9583453.2
Bi-Drum,500,150,250,350,125406.4,80760.4,643953.8,370691.7,3130153.0,335439.8,1211226.3,118829.7,146977.1,121963.3,68574.0,458288.3,139008.3,141708.3,506992.1,219641.4,190372.2,222898.1,384820.7,37630.7,71043.8,36915.0,100928.4,76383.8,16940.4,30609.3,12183.7,22330.7,10180.5,33706.6,14133.5,488353.3,149827.8,9718872.4
Two-Pass,100,2000,150,300,1319152.0,750733.7,85576.1,4123085.4,408636.7,423426.9,286002.0,50231.8,71125.1,59097.6,32007.5,285843.1,69411.0,59028.5,177606.2,82905.0,919295.1,98028.2,158651.3,28208.0,40736.3,24389.1,53673.2,34642.2,10516.6,16112.9,9615.5,15356.1,7757.1,34086.6,14435.1,479385.4,165108.9,10393866.2
Two-Pass,250,2000,250,250,1627274.5,812380.9,266556.8,3957657.1,1151776.5,471980.3,579238.9,83832.8,124001.2,103457.2,46344.0,543978.0,91124.6,80107.3,293710.1,131148.4,1049595.5,154729.9,300291.1,37040.5,56588.9,34419.4,90130.6,59945.8,15896.0,20668.0,10274.8,21044.0,9811.5,36065.7,17396.4,579706.2,176076.5,13034249.4
Bi-Drum,100,300,150,300,205621.6,135607.6,84878.8,732744.4,699032.5,198859.1,322369.1,57648.0,72680.4,68827.2,31839.3,158946.8,62031.9,53408.0,172253.0,99975.2,343749.8,115621.9,181503.2,23251.0,35045.0,20929.9,53025.4,40200.1,12156.3,18206.5,9482.7,15557.2,6523.8,16970.6,9557.1,215127.2,54345.7,4327976.3
Two-Pass,200,200,300,300,164684.6,82676.2,217362.7,490286.7,837632.2,236627.6,481487.1,75312.0,112309.6,82236.0,40803.3,263324.9,94825.0,72867.2,306070.6,121650.6,265285.8,163627.4,227225.4,34057.2,51073.6,30604.4,81513.6,55034.9,13007.6,19633.9,11452.2,16477.8,7710.4,23788.0,10065.9,221403.1,76303.2,4988420.7
Bi-Drum,50,200,100,400,133145.7,88099.4,32714.0,450117.3,314484.6,151261.0,192411.2,35203.8,60117.5,50745.9,23751.4,89354.0,51020.9,44439.7,137831.7,68359.7,225405.3,67971.4,126920.9,19169.1,31573.4,18916.8,39278.8,31318.6,8402.2,14940.8,6870.0,12844.6,5581.7,12236.9,6096.4,136272.5,40704.7,2727561.9
AFBC,660,2000,300,400,1882676.3,1171434.7,848375.9,5279825.0,3421924.0,581851.4,1422898.2,138980.1,191444.6,139325.9,66022.1,1074777.9,156652.9,136736.5,485948.2,253578.4,1031825.3,250817.2,526204.7,49048.8,66926.1,48385.0,131857.1,86826.5,18565.6,27330.9,13168.3,23877.2,10650.4,54240.9,27937.8,1052603.0,315575.1,20988292.0
Two-Pass,250,500,250,350,373077.0,214482.6,308998.8,1065324.6,962974.8,267065.7,576277.2,95974.3,124195.9,89344.9,46462.5,361087.6,90520.8,79016.5,338788.2,154648.0,392739.8,178018.2,255307.5,32247.3,57349.7,33751.4,75333.9,59172.6,15670.7,24367.8,10359.4,21031.1,8338.1,25394.0,14498.4,305744.2,107406.3,6764969.8
AFBC,270,200,200,300,157740.8,84206.4,259251.8,486097.5,1314715.4,228746.1,730598.8,102058.8,112482.1,110496.9,54838.1,335931.5,98441.2,101220.7,358765.3,143039.0,228627.3,161209.4,273544.3,36570.9,50958.3,34122.3,80280.4,59647.7,16427.1,25067.5,12098.6,21598.3,9979.6,25872.8,13254.6,259517.2,77861.9,6065268.6
AFBC,270,500,200,300,359950.1,213384.6,255340.7,1203851.2,1294089.6,270853.6,629152.3,85859.1,130697.9,105945.1,46296.1,379494.6,100408.1,100418.2,296326.6,137349.6,453677.3,159007.4,318334.2,32840.5,56345.5,30492.7,79160.8,51852.2,16006.8,24716.0,10416.3,18320.4,9864.3,25382.1,14854.0,369931.3,96216.5,7376835.7
AFBC,100,500,150,250,296136.6,215246.7,84333.4,1202646.8,480513.8,225041.5,308200.4,59137.2,84916.6,60691.7,36405.2,214721.6,59834.1,60788.1,207004.3,97046.3,451939.4,95513.4,154157.4,23969.3,40140.7,24526.2,52593.2,34412.3,10443.5,18855.9,8260.0,15421.8,6669.2,19061.7,9440.0,237185.7,73043.3,4968297.3
Bi-Drum,50,300,150,250,191437.1,127960.2,39404.8,612585.5,324348.4,170304.2,183053.2,34201.2,60975.1,43860.1,23650.5,98191.7,52806.0,37691.2,140288.6,68165.9,284935.7,67675.4,127600.6,22468.7,32257.3,18973.3,40039.6,26272.8,8180.8,12701.3,8000.3,10990.0,5571.0,13293.1,6846.7,160905.8,40852.4,3096488.5
Bi-Drum,100,300,100,350,225699.2,129143.8,70378.9,755821.9,515944.8,194516.1,311173.3,49144.8,81409.7,58136.3,31480.0,184927.4,62036.1,62746.3,202731.5,97284.9,283643.7,113514.9,155769.6,27149.7,40850.7,24642.7,52450.9,35722.2,10134.3,18743.7,8001.0,13629.2,6749.8,16489.6,8126.3,182600.6,61004.7,4091798.6
Bi-Drum,270,1000,250,400,1087133.9,722191.9,336634.1,2638686.1,2107992.2,463579.2,756681.6,86614.3,110434.7,92287.2,47109.6,449785.3,105394.6,105835.0,347949.3,138329.5,585641.7,190421.6,274836.6,31591.9,48918.4,34982.1,79487.0,62183.9,16268.6,24716.5,10689.9,18251.6,10057.5,30818.5,17302.2,554536.8,170639.0,11757982.3
AFBC,500,1000,200,300,848063.4,527050.4,577741.9,2117104.7,1920942.3,393731.3,993821.7,140058.1,150308.6,141373.5,60964.1,690170.0,158620.1,134720.2,426879.0,192672.2,601346.0,213711.5,449196.0,38600.0,60739.2,37042.3,115832.5,79298.9,16492.6,25333.5,14220.0,24962.2,9726.8,37088.3,21443.8,623040.5,187891.9,12030187.5
CFBC,660,2000,200,300,1608475.3,1219121.9,681802.6,4928535.4,2475250.0,620385.9,1618409.5,165841.7,163344.7,161942.4,68078.5,1210762.2,226817.8,198403.6,483719.6,251544.8,895897.7,296235.5,505948.9,42156.1,66059.0,40976.8,110023.3,74440.6,18045.6,28751.2,15269.7,23397.6,12644.5,55003.8,23443.1,839571.3,298208.8,19428509.4
Two-Pass,250,500,325,250,408181.8,246406.9,299873.4,998392.9,1072006.1,269635.7,576864.2,84258.3,126129.6,104659.3,53675.1,358961.3,93159.5,91976.2,338732.3,132084.8,468299.5,180063.1,261162.8,31636.7,56594.9,28271.5,75941.3,58904.2,15575.1,24626.6,10312.5,20546.0,9491.7,29878.8,12547.8,361471.7,107251.4,7007573.0
AFBC,200,2000,100,350,1333970.6,800317.6,127975.9,4367166.4,764142.1,533840.1,583497.4,86024.4,112224.4,81307.1,41033.7,463834.5,98501.3,84094.9,303850.4,141738.0,1038364.5,141088.2,223946.1,34763.0,51105.9,27526.0,82180.9,53185.7,14810.4,19336.6,11551.9,19704.0,7941.3,34371.4,19632.4,637412.7,168975.5,12509415.3
Two-Pass,500,300,200,300,190499.2,128712.4,591422.4,643323.1,1959655.2,288891.7,977287.7,124852.8,167978.2,143200.0,59079.4,569449.4,128833.2,111671.3,418896.5,194897.4,294521.6,250486.5,382235.0,37642.9,71928.9,37798.4,100527.8,67022.0,17177.3,30457.5,14091.6,25589.3,9853.5,30256.0,18271.3,363885.0,113114.5,8563509.0
CFBC,660,300,325,300,300112.6,165755.3,874225.4,641585.3,3515575.1,432278.5,1564555.4,143025.5,189593.0,160575.4,78572.0,612066.7,194386.6,196010.2,502957.0,220043.2,291177.7,297761.9,507235.2,41689.3,80536.5,47617.3,132346.7,86141.7,21025.9,32217.0,15359.6,27424.0,10715.6,40904.8,19915.8,609955.9,180475.4,12233817.5
Bi-Drum,100,1000,150,250,786660.1,447131.5,85047.0,2371384.7,594177.1,361594.2,373626.2,57935.4,71434.2,69815.2,36666.7,235387.0,73607.3,62132.4,206315.0,98746.1,583784.5,112836.7,185621.7,23436.3,41597.0,24623.7,60120.4,35630.4,11918.5,15821.1,9441.0,15620.9,7803.3,22608.5,11097.4,325205.4,112262.2,7531089.1
Bi-Drum,100,200,100,350,123468.7,96918.9,58998.5,514242.1,498849.9,192289.8,371821.0,50305.3,82753.7,59785.2,36601.6,167975.6,73749.3,54292.0,172577.3,98158.2,263932.5,98005.1,157438.1,23373.4,34254.0,21103.0,61127.7,35485.0,10192.6,15722.9,8062.4,13439.2,6605.0,18232.6,8901.5,182877.0,46730.5,3658269.6
Two-Pass,200,500,100,400,305173.2,178531.8,127870.1,1307562.6,651372.0,281698.8,485690.3,72170.1,95733.3,80396.2,41117.8,348715.9,95810.0,83267.3,256063.2,118185.3,400642.3,159352.0,234146.1,34657.5,44491.0,26730.9,79690.0,47186.8,12668.3,22609.3,9795.6,19545.4,9377.2,22845.0,13491.9,301828.9,75430.1,6043846.2
CFBC,270,300,150,300,236626.3,134405.1,222909.2,729149.8,1161970.1,236750.0,953784.9,89089.5,130365.1,92508.9,53565.6,377831.9,123964.7,107625.1,306798.9,140915.6,342177.3,189100.9,319752.2,37627.7,49415.9,30433.0,89575.5,61572.4,13724.4,25305.9,10391.0,18669.8,8506.0,27792.5,14196.3,326970.5,83574.7,6747046.7
Two-Pass,270,1000,250,350,784669.6,449083.8,325049.9,2475140.5,1032423.0,358650.7,585140.7,99662.5,110808.1,108266.6,47083.7,528210.5,93994.6,97112.8,348557.8,160519.8,606423.9,184672.1,267062.2,32692.0,58129.4,30460.1,77980.5,60526.4,15939.3,24888.3,12201.2,18243.4,8436.5,34834.1,17798.0,419981.2,125320.1,9599963.3
Bi-Drum,100,150,150,250,91921.6,70879.0,86554.9,311052.0,584443.7,184714.0,313580.5,58097.0,84573.0,59397.0,32135.0,148117.3,64592.0,54400.6,206851.4,98252.6,197012.4,99406.8,155058.0,27368.5,35740.0,20969.0,52746.9,40367.6,10583.2,16278.1,9737.4,16015.8,6598.3,14588.1,7360.5,146317.2,45920.4,3351629.8
Bi-Drum,200,500,300,250,459187.2,305455.7,259022.6,1162743.9,1494900.5,343308.7,609723.1,86946.3,114160.2,80857.5,41693.4,298319.2,88664.9,88318.7,294644.9,120186.2,455948.0,159980.0,224139.8,34485.6,52457.6,30665.1,68987.7,46472.4,14584.0,22504.7,9649.2,19261.1,9275.2,23818.5,11742.1,368533.6,95219.9,7495857.5
Bi-Drum,50,200,100,300,137139.6,79800.9,32514.1,429573.1,310401.0,145122.8,221509.6,35101.2,53032.6,50270.0,23813.4,99825.2,52156.0,44716.7,142081.8,59017.7,232737.1,82009.0,122386.8,22972.6,27045.9,19493.5,46050.0,27472.3,8318.7,15232.0,8165.6,10849.3,5717.0,12117.3,6139.2,113679.3,34372.2,2710833.5
CFBC,100,200,100,300,136360.8,88205.1,61787.7,497471.8,351342.8,178296.9,392439.9,49193.9,72369.8,59804.0,31958.6,161946.5,89863.9,76963.7,204886.4,97200.7,221834.9,112495.7,180236.4,24308.2,35025.1,21103.9,52855.2,41010.7,10272.1,18523.2,9650.1,15987.7,6755.4,18034.6,7754.4,174449.3,46306.9,3546696.3
AFBC,800,2000,300,400,1885866.7,1197433.8,1003309.2,4394559.6,3553639.3,700410.9,1456714.4,180767.5,181588.3,152690.3,72562.0,1183002.0,166356.9,173554.5,652908.9,281877.7,1070499.3,274628.5,502820.1,43737.2,84343.1,43675.3,123667.1,79860.9,22267.9,29971.5,13869.7,25410.9,11071.4,58101.3,29009.2,1119615.6,327474.1,21097265.1
AFBC,50,200,150,350,129559.6,83640.6,40314.4,422207.9,219412.8,169973.7,179386.2,35104.7,61037.1,44586.7,23639.5,88395.5,43110.4,37539.7,121086.2,58506.4,222804.0,82092.5,123220.1,22485.9,27727.2,16110.2,40719.1,30852.3,9633.8,15304.0,7028.4,12821.7,6372.6,14135.6,6983.2,135288.7,40955.1,2572035.8
AFBC,200,1000,200,350,908292.3,468758.7,181319.2,2165866.0,988644.6,353196.8,494493.3,75324.3,111217.5,82724.4,48526.9,380630.7,83664.0,86547.0,303123.8,136430.9,607868.6,163107.8,265491.2,33553.0,51397.3,26485.5,82122.0,46840.6,15005.2,22445.0,11216.2,16370.1,7884.9,27082.4,15616.8,394338.1,119312.5,8774897.6
Bi-Drum,270,500,300,300,419811.8,327680.6,317588.4,1210099.8,1894717.7,373695.8,773436.2,87377.1,130805.4,93850.5,46333.3,427871.1,103896.5,106076.9,302093.3,141700.5,461109.7,190493.1,266178.8,37138.7,50409.0,29708.7,92232.5,62306.0,14150.2,21608.0,12291.5,18197.5,9753.0,25974.7,13022.6,379659.2,131097.2,8572365.3
AFBC,800,2000,325,300,2009905.3,1240650.6,1066354.4,4089425.6,3605702.8,669081.1,1416833.8,184001.9,215133.3,178373.0,72292.5,1228445.4,172814.9,145819.3,558731.0,276847.9,1043918.5,321987.8,484070.8,51409.3,73945.0,50958.0,123525.0,95825.2,22849.9,34301.1,13634.5,25564.2,10989.8,57814.8,28628.2,943341.5,274952.4,20788128.8
